INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long
I182070277,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,429,2018,9,Saturday,12,Part Three,THEODORE ST,42.28406985,-71.0882492
I182070276,3410,Towed,TOWED MOTOR VEHICLE,C6,194,2018,9,Saturday,12,Part Three,DORCHESTER ST,42.3301111,-71.05611033
I182070275,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,680,2018,8,Thursday,12,Part Three,CORINTH ST,42.28593201,-71.12933705
I182070274,3410,Towed,TOWED MOTOR VEHICLE,E13,509,2018,9,Saturday,11,Part Three,WOODLAWN ST,42.29860932,-71.11223703
I182070273,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,576,2018,9,Saturday,12,Part Three,AMORY ST,42.31532445,-71.10427615
I182070272,3115,Investigate Person,INVESTIGATE PERSON,E18,501,2018,9,Saturday,12,Part Three,HYDE PARK AVE,42.27930648,-71.1190981
I182070270,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,458,2018,9,Saturday,11,Part Two,BLUE HILL AVE,42.30238881,-71.08539388
I182070270,3301,Verbal Disputes,VERBAL DISPUTE,B3,458,2018,9,Saturday,11,Part Three,BLUE HILL AVE,42.30238881,-71.08539388
I182070269,3301,Verbal Disputes,VERBAL DISPUTE,B3,420,2018,9,Saturday,12,Part Three,LORNA RD,42.27974378,-71.08248818
I182070268,3114,Investigate Property,INVESTIGATE PROPERTY,C11,333,2018,9,Saturday,12,Part Three,COLUMBIA RD,42.31069804,-71.07119068
I182070267,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,206,2018,9,Saturday,11,Part Two,CONGRESS ST,42.35096784,-71.0494023
I182070266,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E5,697,2018,9,Saturday,11,Part Three,ANAWAN AVE,42.28469218,-71.14804192
I182070264,3201,Property Lost,PROPERTY - LOST,C6,186,2018,8,Monday,21,Part Three,ALLSTATE RD,42.32809966,-71.06321676
I182070263,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,B2,291,2018,9,Saturday,12,Part Two,CENTRE ST,42.32955354,-71.09357444
I182070262,3410,Towed,TOWED MOTOR VEHICLE,D14,778,2018,9,Saturday,9,Part Three,WASHINGTON ST,42.349056,-71.1504985
I182070258,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,757,2018,9,Saturday,4,Part Three,GERRISH ST,42.35603003,-71.16390698
I182070257,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,757,2018,9,Saturday,4,Part Three,GERRISH ST,42.35603003,-71.16390698
I182070256,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,809,2018,9,Saturday,11,Part One,ADAMSON ST,42.35858441,-71.13726609
I182070256,1402,Vandalism,VANDALISM,D14,809,2018,9,Saturday,11,Part Two,ADAMSON ST,42.35858441,-71.13726609
I182070255,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,251,2018,8,Friday,9,Part Three,CASTLE ROCK ST,42.31086085,-71.05163543
I182070254,3410,Towed,TOWED MOTOR VEHICLE,D14,791,2018,9,Saturday,11,Part Three,MELVIN AVE,42.34446622,-71.14136327
I182070253,3301,Verbal Disputes,VERBAL DISPUTE,C6,187,2018,9,Saturday,10,Part Three,BOSTON ST,42.32502384,-71.0592516
I182070252,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,503,2018,9,Saturday,10,Part Three,AMERICAN LEGION HWY,42.28446743,-71.11183089
I182070251,617,Larceny,LARCENY THEFT FROM BUILDING,E13,575,2018,9,Saturday,11,Part One,WASHINGTON ST,42.31330008,-71.10075998
I182070250,3201,Property Lost,PROPERTY - LOST,A1,119,2018,8,Friday,23,Part Three,BOYLSTON ST,42.35241815,-71.06525499
I182070249,3115,Investigate Person,INVESTIGATE PERSON,B3,455,2018,9,Saturday,10,Part Three,NORWELL ST,42.30132851,-71.07870873
I182070248,3201,Property Lost,PROPERTY - LOST,A1,111,2018,9,Saturday,9,Part Three,WASHINGTON ST,42.35397632,-71.06207046
I182070247,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,D14,814,2018,9,Saturday,9,Part Three,SEATTLE ST,42.3601566,-71.1249469
I182070247,3301,Verbal Disputes,VERBAL DISPUTE,D14,814,2018,9,Saturday,9,Part Three,SEATTLE ST,42.3601566,-71.1249469
I182070246,3301,Verbal Disputes,VERBAL DISPUTE,E5,563,2018,9,Saturday,10,Part Three,STELLMAN RD,42.28919902,-71.12309195
I182070245,3410,Towed,TOWED MOTOR VEHICLE,A1,70,2018,9,Saturday,10,Part Three,CHARLES ST,42.35739591,-71.07008873
I182070244,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,180,2018,9,Saturday,9,Part Three,GERARD ST,42.3276156,-71.07285692
I182070243,724,Auto Theft,AUTO THEFT,C6,231,2018,9,Saturday,10,Part One,E SEVENTH ST,42.33235328,-71.03222702
I182070242,1402,Vandalism,VANDALISM,C6,208,2018,8,Friday,17,Part Two,E FIRST ST,42.33818216,-71.03341955
I182070242,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,208,2018,8,Friday,17,Part One,E FIRST ST,42.33818216,-71.03341955
I182070240,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,435,2018,8,Friday,3,Part Two,ARMANDINE ST,42.28431486,-71.07410838
I182070239,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,147,2018,8,Friday,16,Part Three,CLAREMONT PARK,42.34210486,-71.08118057
I182070238,3410,Towed,TOWED MOTOR VEHICLE,D4,154,2018,9,Saturday,8,Part Three,RUTLAND SQ,42.34173737,-71.07818565
I182070237,1402,Vandalism,VANDALISM,A15,900,2018,8,Friday,16,Part Two,POLK ST,42.37994025,-71.06060665
I182070236,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,311,2018,9,Saturday,10,Part Three,WARREN ST,42.3169665,-71.08254058
I182070235,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,542,2018,9,Saturday,8,Part Three,BUSINESS ST,42.25442915,-71.1263254
I182070234,613,Larceny,LARCENY SHOPLIFTING,B2,276,2018,9,Saturday,9,Part One,MELNEA CASS BLVD,42.33330171,-71.08181675
I182070233,619,Larceny,LARCENY ALL OTHERS,B3,416,2018,8,Friday,21,Part One,FAIRMOUNT ST,42.28104853,-71.0720644
I182070232,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,201,2018,8,Friday,17,Part One,C ST,42.34039076,-71.05168188
I182070230,3001,Medical Assistance,DEATH INVESTIGATION,A15,900,2018,9,Saturday,5,Part Three,POLK ST,42.37994025,-71.06060665
I182070229,3410,Towed,TOWED MOTOR VEHICLE,C6,214,2018,9,Saturday,9,Part Three,W FOURTH ST,42.33553188,-71.04769502
I182070228,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,587,2018,9,Saturday,8,Part Three,TREMONT ST,42.33153509,-71.09534648
I182070228,3410,Towed,TOWED MOTOR VEHICLE,B2,587,2018,9,Saturday,8,Part Three,TREMONT ST,42.33153509,-71.09534648
I182070227,3202,Property Found,PROPERTY - LOST THEN LOCATED,C6,214,2018,8,Friday,12,Part Three,SILVER ST,42.33582335,-71.0472246
I182070226,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,95,2018,9,Saturday,9,Part Three,STATE ST,42.35961316,-71.05195809
I182070225,3410,Towed,TOWED MOTOR VEHICLE,A1,67,2018,9,Saturday,9,Part Three,CAMBRIDGE ST,42.36112829,-71.06618796
I182070224,1402,Vandalism,VANDALISM,B2,909,2018,9,Saturday,9,Part Two,WHITTIER ST,42.33380238,-71.08880867
I182070222,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,795,2018,8,Wednesday,16,Part Three,ALLSTON ST,42.34926256,-71.13720324
I182070221,1402,Vandalism,VANDALISM,B2,288,2018,9,Saturday,9,Part Two,WASHINGTON ST,42.32925905,-71.08482402
I182070220,3115,Investigate Person,INVESTIGATE PERSON,E5,707,2018,9,Saturday,8,Part Three,WASHINGTON ST,42.26866684,-71.14904534
I182070219,3410,Towed,TOWED MOTOR VEHICLE,C11,246,2018,9,Saturday,8,Part Three,ROMSEY ST,42.31619008,-71.05587937
I182070218,3410,Towed,TOWED MOTOR VEHICLE,E13,576,2018,9,Saturday,7,Part Three,BOYLSTON ST,42.31631666,-71.1029721
I182070217,3410,Towed,TOWED MOTOR VEHICLE,D14,794,2018,9,Saturday,7,Part Three,LONG AVE,42.34950022,-71.13585122
I182070215,724,Auto Theft,AUTO THEFT,C11,364,2018,8,Friday,17,Part One,ADAMS ST,42.2944367,-71.05661774
I182070214,3301,Verbal Disputes,VERBAL DISPUTE,E18,495,2018,9,Saturday,8,Part Three,GREENWOOD AVE,42.26546031,-71.12023924
I182070213,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,456,2018,9,Saturday,7,Part Two,ERIE ST,42.30272114,-71.07976167
I182070212,3115,Investigate Person,INVESTIGATE PERSON,C11,357,2018,9,Saturday,8,Part Three,BLOOMFIELD ST,42.29910777,-71.06829572
I182070211,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,759,2018,8,Friday,18,Part One,FANEUIL ST,42.35174138,-71.16591844
I182070210,3410,Towed,TOWED MOTOR VEHICLE,D14,794,2018,9,Saturday,7,Part Three,GLENVILLE AVE,42.35048627,-71.13288438
I182070209,3301,Verbal Disputes,VERBAL DISPUTE,B3,437,2018,9,Saturday,8,Part Three,WHITFIELD ST,42.2900467,-71.07330004
I182070208,619,Larceny,LARCENY ALL OTHERS,D14,779,2018,9,Saturday,5,Part One,MONTCALM AVE,42.35321122,-71.14841124
I182070207,3410,Towed,TOWED MOTOR VEHICLE,D14,794,2018,9,Saturday,7,Part Three,PRICE RD,42.34980866,-71.13513832
I182070206,724,Auto Theft,AUTO THEFT,B3,463,2018,9,Saturday,1,Part One,AMERICAN LEGION HWY,42.29708829,-71.09095546
I182070205,3410,Towed,TOWED MOTOR VEHICLE,C6,224,2018,9,Saturday,7,Part Three,P ST,42.33620256,-71.0271896
I182070204,3114,Investigate Property,INVESTIGATE PROPERTY,D14,749,2018,9,Saturday,8,Part Three,BEACON ST,42.333582,-71.166091
I182070203,3114,Investigate Property,INVESTIGATE PROPERTY,D4,619,2018,9,Saturday,7,Part Three,SAINT STEPHEN ST,42.34231311,-71.0869637
I182070201,3410,Towed,TOWED MOTOR VEHICLE,D14,793,2018,9,Saturday,7,Part Three,COMMONWEALTH AVE,42.34888872,-71.1335453
I182070200,3001,Medical Assistance,DEATH INVESTIGATION,D4,148,2018,9,Saturday,5,Part Three,COLUMBUS AVE,42.34242808,-71.07952412
I182070197,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,236,2018,9,Saturday,5,Part Three,POND ST,42.31961996,-71.05951046
I182070195,3115,Investigate Person,INVESTIGATE PERSON,C6,219,2018,9,Saturday,6,Part Three,OLD HARBOR ST,42.33084376,-71.04740908
I182070194,2610,Other,TRESPASSING,C11,356,2018,9,Saturday,4,Part Two,FAULKNER ST,42.29960791,-71.06094616
I182070192,724,Auto Theft,AUTO THEFT,B2,182,2018,9,Saturday,6,Part One,NORFOLK AVE,42.32503262,-71.06915744
I182070190,3410,Towed,TOWED MOTOR VEHICLE,A1,67,2018,9,Saturday,5,Part Three,S RUSSELL ST,42.36022674,-71.0659773
I182070189,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,397,2018,9,Saturday,4,Part One,CENTRE ST,42.29126463,-71.06811401
I182070188,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,951,2018,9,Saturday,5,Part Three,RIVER ST,42.26361745,-71.10237387
I182070187,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,933,2018,9,Saturday,4,Part Three,WASHINGTON ST,42.2841954,-71.07157967
I182070186,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,417,2018,9,Saturday,5,Part One,STOCKTON ST,42.28265604,-71.07374541
I182070186,3114,Investigate Property,INVESTIGATE PROPERTY,B3,417,2018,9,Saturday,5,Part Three,STOCKTON ST,42.28265604,-71.07374541
I182070183,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,358,2018,9,Saturday,4,Part Three,VINSON ST,42.29876701,-71.06403634
I182070182,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,520,2018,9,Saturday,4,Part Three,HYDE PARK AVE,42.25843909,-71.12348834
I182070181,1402,Vandalism,VANDALISM,D14,796,2018,9,Saturday,3,Part Two,COMMONWEALTH AVE,42.35067088,-71.12808866
I182070179,2629,Harassment,HARASSMENT,B2,181,2018,9,Saturday,2,Part Two,WOODWARD AVE,42.3250287,-71.07341448
I182070178,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,182,2018,9,Saturday,1,Part Two,CLIFTON ST,42.32396791,-71.07117658
I182070177,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,2018,9,Saturday,3,Part One,STOUGHTON ST,42.3166175,-71.06407827
I182070176,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,101,2018,9,Saturday,3,Part Two,MCKINLEY SQ,42.35909289,-71.05327197
I182070173,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,308,2018,9,Saturday,3,Part Three,CRESTWOOD PARK,42.31794835,-71.08774652
I182070172,619,Larceny,LARCENY ALL OTHERS,A1,117,2018,9,Saturday,1,Part One,BOYLSTON ST,42.3523119,-71.0637051
I182070171,3114,Investigate Property,INVESTIGATE PROPERTY,D4,157,2018,9,Saturday,3,Part Three,SHAWMUT AVE,42.34020839,-71.07371512
I182070170,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,2018,9,Saturday,2,Part Three,VERRILL ST,42.28164146,-71.08851499
I182070169,3115,Investigate Person,INVESTIGATE PERSON,B3,441,2018,9,Saturday,2,Part Three,NIGHTINGALE ST,42.29474312,-71.08503786
I182070168,301,Robbery,ROBBERY - STREET,A1,119,2018,9,Saturday,1,Part One,PARK ST,42.35650174,-71.0619996
I182070168,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,119,2018,9,Saturday,1,Part One,PARK ST,42.35650174,-71.0619996
I182070167,3115,Investigate Person,INVESTIGATE PERSON,D4,619,2018,9,Saturday,3,Part Three,WESTLAND AVE,42.34355868,-71.08734146
I182070166,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,123,2018,9,Saturday,2,Part Two,WASHINGTON ST,42.34997256,-71.06348817
I182070165,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E5,687,2018,9,Saturday,2,Part Three,BELGRADE AVE,42.2862305,-71.13785361
I182070163,3114,Investigate Property,INVESTIGATE PROPERTY,B2,309,2018,9,Saturday,2,Part Three,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792
I182070162,2403,Disorderly Conduct,DISTURBING THE PEACE,B3,441,2018,9,Saturday,2,Part Two,NIGHTINGALE ST,42.29474312,-71.08503786
I182070161,619,Larceny,LARCENY ALL OTHERS,D14,796,2018,9,Saturday,1,Part One,BRIGHTON AVE,42.35245899,-71.12805084
I182070160,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,2018,9,Saturday,2,Part Three,COMMONWEALTH AVE,42.35063798,-71.11265909
I182070159,3114,Investigate Property,INVESTIGATE PROPERTY,C11,352,2018,9,Saturday,1,Part Three,GENEVA AVE,42.2997969,-71.06533457
I182070157,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,378,2018,9,Saturday,0,Part Three,COFFEY ST,42.28888647,-71.04944044
I182070156,3301,Verbal Disputes,VERBAL DISPUTE,C11,381,2018,9,Saturday,1,Part Three,HALLET ST,42.28520026,-71.04674098
I182070155,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,A1,121,2018,9,Saturday,2,Part Two,STUART ST,42.35106637,-71.06549569
I182070154,1402,Vandalism,VANDALISM,D4,138,2018,9,Saturday,0,Part Two,BOYLSTON ST,42.34932471,-71.08014801
I182070153,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E13,606,2018,9,Saturday,1,Part Three,S HUNTINGTON AVE,42.32955246,-71.11112429
I182070153,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,606,2018,9,Saturday,1,Part Three,S HUNTINGTON AVE,42.32955246,-71.11112429
I182070152,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,901,2018,9,Saturday,1,Part Two,TURQUOISE WAY,42.33426744,-71.09713457
I182070151,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,752,2018,9,Saturday,1,Part Three,LAKE ST,42.3467305,-71.16186432
I182070149,3115,Investigate Person,INVESTIGATE PERSON,E18,496,2018,9,Saturday,0,Part Three,HYDE PARK AVE,42.26701085,-71.12096171
I182070147,3410,Towed,TOWED MOTOR VEHICLE,B3,458,2018,9,Saturday,0,Part Three,WOLCOTT ST,42.30273607,-71.08248544
I182070146,3001,Medical Assistance,DEATH INVESTIGATION,B2,605,2018,9,Saturday,0,Part Three,PARKER HILL AVE,42.33267994,-71.109579
I182070144,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,339,2018,9,Saturday,0,Part Three,GLOVER PL,42.30862267,-71.05993172
I182070143,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,2018,9,Saturday,0,Part Two,PRINCETON ST,42.37766,-71.03560198
I182070143,2629,Harassment,HARASSMENT,A7,23,2018,9,Saturday,0,Part Two,PRINCETON ST,42.37766,-71.03560198
I182070142,619,Larceny,LARCENY ALL OTHERS,A1,103,2018,8,Friday,0,Part One,SCHOOL ST,42.3575462,-71.05881953
I182070141,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,597,2018,8,Friday,20,Part One,COLUMBUS AVE,42.33961848,-71.0828558
I182070140,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,352,2018,8,Friday,23,Part One,ARCADIA ST,42.30170996,-71.06174506
I182070139,3301,Verbal Disputes,VERBAL DISPUTE,E13,912,2018,8,Friday,23,Part Three,PARKER ST,42.32469443,-71.10087902
I182070138,1402,Vandalism,VANDALISM,A15,900,2018,8,Friday,22,Part Two,COREY ST,42.3787592,-71.05598086
I182070137,1402,Vandalism,VANDALISM,D14,796,2018,8,Friday,23,Part Two,FORDHAM RD,42.35154653,-71.12789558
I182070136,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,611,2018,8,Friday,16,Part Three,MISSION PARK DR,42.33407624,-71.10842653
I182070135,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,2018,8,Friday,23,Part Two,LANSDOWNE ST,42.34717363,-71.0964439
I182070132,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,B2,297,2018,8,Friday,23,Part Three,FENNO ST,42.32262111,-71.08431097
I182070131,3301,Verbal Disputes,VERBAL DISPUTE,B2,320,2018,8,Friday,23,Part Three,GEORGIA ST,42.31068153,-71.08619442
I182070130,3202,Property Found,PROPERTY - LOST THEN LOCATED,D4,172,2018,8,Friday,21,Part Three,MASSACHUSETTS AVE,42.33311189,-71.0727637
I182070128,2629,Harassment,HARASSMENT,A7,22,2018,8,Friday,23,Part Two,HAVRE ST,42.37622688,-71.03439728
I182070127,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,29,2018,8,Friday,23,Part Two,SUMNER ST,42.36884343,-71.03967544
I182070126,3002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,C6,216,2018,8,Friday,22,Part Three,W NINTH ST,42.33450412,-71.05411735
I182070125,3301,Verbal Disputes,VERBAL DISPUTE,B3,435,2018,8,Friday,22,Part Three,PEACEVALE RD,42.28716674,-71.07633479
I182070124,613,Larceny,LARCENY SHOPLIFTING,E5,691,2018,8,Friday,22,Part One,CENTRE ST,42.28747035,-71.1515984
I182070123,619,Larceny,LARCENY ALL OTHERS,A1,94,2018,8,Friday,21,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135
I182070122,3016,Medical Assistance,FIREARM/WEAPON - ACCIDENTAL INJURY / DEATH,E13,657,2018,8,Friday,22,Part Three,CENTRE ST,42.30098889,-71.12708146
I182070121,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,346,2018,8,Friday,22,Part Three,BENTHAM RD,42.30342529,-71.06311874
I182070120,619,Larceny,LARCENY ALL OTHERS,D4,135,2018,8,Friday,15,Part One,BEACON ST,42.35275712,-71.08240215
I182070119,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,777,2018,8,Friday,22,Part Three,WASHINGTON ST,42.34781895,-71.14941056
I182070117,3115,Investigate Person,INVESTIGATE PERSON,E5,549,2018,8,Friday,20,Part Three,GROVE ST,42.26022909,-71.15680185
I182070116,3114,Investigate Property,INVESTIGATE PROPERTY,B2,309,2018,8,Saturday,0,Part Three,S CHARLAME CT,42.31939136,-71.08544157
I182070115,3114,Investigate Property,INVESTIGATE PROPERTY,D14,793,2017,10,Wednesday,17,Part Three,KELTON ST,42.34650102,-71.13612792
I182070112,3304,Assembly or Gathering Violations,NOISY PARTY/RADIO-NO ARREST,E5,694,2018,8,Friday,20,Part Three,WESTOVER ST,42.29299514,-71.15769172
I182070110,611,Larceny,LARCENY PICK-POCKET,C11,356,2018,8,Friday,19,Part One,DORCHESTER AVE,42.29919694,-71.06046974
I182070109,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,652,2018,8,Friday,21,Part Three,WASHINGTON ST,42.29941062,-71.11517471
I182070108,2629,Harassment,HARASSMENT,D4,157,2018,8,Friday,20,Part Two,W NEWTON ST,42.34063708,-71.07572281
I182070107,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,938,2018,8,Friday,17,Part One,FIDELIS WAY,42.3458376,-71.14492138
I182070106,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,422,2018,8,Friday,21,Part Three,RIVER ST,42.27133005,-71.08299865
I182070105,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D14,795,2018,8,Friday,19,Part Two,CAMBRIDGE ST,42.35343384,-71.13786355
I182070104,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,77,2018,8,Friday,21,Part Two,BOWKER ST,42.36242887,-71.06054873
I182070102,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,415,2018,8,Friday,21,Part Two,CODMAN HILL AVE,42.27969129,-71.07144322
I182070101,3115,Investigate Person,INVESTIGATE PERSON,D4,171,2018,8,Friday,20,Part Three,HARRISON AVE,42.33555954,-71.07436364
I182070100,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,481,2018,8,Friday,20,Part Three,CUMMINS HWY,42.26857609,-71.09574826
I182070099,560,Other Burglary,BURGLARY - OTHER - FORCE,B3,427,2018,8,Friday,18,Part One,NORFOLK ST,42.27759869,-71.09136804
I182070097,3501,Missing Person Reported,MISSING PERSON,E5,746,2018,8,Friday,13,Part Three,LAGRANGE ST,42.29848031,-71.1717622
I182070095,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,297,2018,8,Friday,20,Part Two,DALE ST,42.32074773,-71.08179833
I182070095,619,Larceny,LARCENY ALL OTHERS,B2,297,2018,8,Friday,20,Part One,DALE ST,42.32074773,-71.08179833
I182070094,3410,Towed,TOWED MOTOR VEHICLE,C11,817,2018,8,Friday,20,Part Three,DORCHESTER AVE,42.28831574,-71.0635873
I182070093,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,186,2018,8,Friday,19,Part Two,BOSTON ST,42.32219952,-71.06110712
I182070091,2647,Other,THREATS TO DO BODILY HARM,B2,290,2018,8,Friday,20,Part Two,MALCOLM X BLVD,42.33130111,-71.09333508
I182070090,3115,Investigate Person,INVESTIGATE PERSON,D4,134,2018,8,Friday,20,Part Three,BOYLSTON ST,42.3503787,-71.07626098
I182070089,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,919,2018,8,Friday,20,Part Three,ASHMONT ST,42.28741228,-71.05793993
I182070088,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,378,2018,8,Friday,20,Part One,ASHMONT ST,42.28864774,-71.05397944
I182070087,1402,Vandalism,VANDALISM,D14,802,2018,8,Friday,19,Part Two,BRIGHTON AVE,42.35342608,-71.13508383
I182070086,2647,Other,THREATS TO DO BODILY HARM,B3,407,2018,8,Friday,20,Part Two,OLD MORTON ST,42.27294749,-71.07154272
I182070084,361,Robbery,ROBBERY - OTHER,B2,318,2018,8,Friday,19,Part One,HUMBOLDT AVE,42.31024899,-71.0918393
I182070084,2622,Other,KIDNAPPING/CUSTODIAL KIDNAPPING,B2,318,2018,8,Friday,19,Part Two,HUMBOLDT AVE,42.31024899,-71.0918393
I182070084,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,318,2018,8,Friday,19,Part One,HUMBOLDT AVE,42.31024899,-71.0918393
I182070082,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,900,2018,8,Friday,19,Part Three,STARR KING CT,42.37809471,-71.05570177
I182070081,3114,Investigate Property,INVESTIGATE PROPERTY,C11,345,2018,8,Friday,19,Part Three,TOPLIFF ST,42.30284782,-71.06808985
I182070080,3201,Property Lost,PROPERTY - LOST,A1,78,2018,8,Friday,14,Part Three,BLACKSTONE ST,42.36165196,-71.05630529
I182070079,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E5,736,2018,8,Friday,20,Part Three,HASTINGS ST,42.28678123,-71.15741315
I182070078,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,339,2018,8,Friday,19,Part Two,CHURCH ST,42.30866634,-71.06198089
I182070076,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,758,2018,8,Friday,20,Part Three,WASHINGTON ST,42.35042609,-71.16637332
I182070075,2610,Other,TRESPASSING,D4,149,2018,8,Friday,20,Part Two,DARTMOUTH ST,42.34767067,-71.07620742
I182070074,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,85,2018,8,Friday,12,Part Two,ENDICOTT ST,42.36517799,-71.05739255
I182070073,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,181,2018,8,Friday,18,Part Two,NORFOLK AVE,42.32587659,-71.07024947
I182070072,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,958,2018,8,Friday,19,Part Two,BELLFLOWER ST,42.32445145,-71.0581068
I182070072,3130,Search Warrants,SEARCH WARRANT,C6,958,2018,8,Friday,19,Part Three,BELLFLOWER ST,42.32445145,-71.0581068
I182070070,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,716,2018,8,Friday,19,Part Three,GLENHAVEN RD,42.27147462,-71.16472873
